RowNumber,CustomerId,Name,CardNumber,CreditScore,Country,EstimatedSalary,ConversionDate,FirstPurchase,DateOfPitch,Gender,Age,Tenure,Balance,NumOfProducts,IsActiveMember
426,15784597,Lattimore,3.53282E+15,648,France,98368.24,6/11/2022,6/11/2022,6/11/2022,Male,26,9,162923.85,1,0
427,15652883,Chung,3.58967E+15,492,Germany,148584.61,7/31/2022,7/31/2022,7/31/2022,Male,39,10,124576.65,2,0
428,15806964,Utz,5.10014E+15,702,France,27474.81,8/13/2022,8/13/2022,8/13/2022,Male,45,0,80793.58,1,1
429,15576313,Wei,2.01708E+14,486,Germany,76192.21,12/17/2021,12/17/2021,12/17/2021,Female,40,9,71340.09,1,0
430,15806467,Boyle,4.91769E+15,568,Germany,134600.94,10/21/2022,10/21/2022,10/21/2022,Male,40,1,99282.63,1,0
431,15597602,Nwachinemelu,4.50853E+15,619,Germany,72467.99,11/5/2022,11/5/2022,11/5/2022,Male,57,3,137946.39,1,1
432,15743040,Kuznetsova,6.39699E+15,724,Germany,199645.45,2/27/2022,2/27/2022,2/27/2022,Male,41,2,127892.57,2,1
433,15705521,Pisani,3.54045E+15,548,Germany,42749.85,4/29/2022,4/29/2022,4/29/2022,Female,33,0,101084.36,1,0
434,15595039,Manna,3.5659E+15,545,Germany,136050.44,2/27/2022,2/27/2022,2/27/2022,Female,37,8,114754.08,1,0
435,15799384,Collier,2.01433E+14,683,France,73564.44,5/26/2022,5/26/2022,5/26/2022,Male,33,8,0,1,0
436,15581197,Ricci,6.39074E+15,762,France,85578.63,11/8/2022,11/8/2022,11/8/2022,Female,51,3,99286.98,1,1
437,15693737,Carr,3.5823E+15,627,Germany,129826.89,11/5/2022,11/5/2022,11/5/2022,Female,30,4,79871.02,2,0
438,15624623,Hs?,4.40564E+15,516,France,119666,11/8/2022,11/8/2022,11/8/2022,Male,35,10,104088.59,2,0
439,15783501,Findlay,3.58184E+15,800,France,68052.08,9/4/2022,9/4/2022,9/4/2022,Female,38,2,168190.33,2,0
440,15690134,Hughes,6.70917E+18,464,Germany,164104.74,11/15/2022,11/15/2022,11/15/2022,Female,42,3,85679.25,1,1
441,15782735,Chukwuemeka,4.02675E+15,626,France,80190.36,10/21/2022,10/21/2022,10/21/2022,Female,35,3,0,1,0
442,15611088,Genovese,3.74284E+14,790,France,84126.75,6/9/2022,6/9/2022,6/9/2022,Female,31,9,0,2,0
443,15672145,Swift,3.58077E+15,534,France,70179,6/26/2022,6/26/2022,6/26/2022,Female,34,7,121551.58,2,1
444,15732628,Ugoji,5.60224E+15,745,France,118024.1,8/25/2022,8/25/2022,8/25/2022,Male,46,2,122220.19,1,1
445,15787470,Parkinson,3.56879E+15,553,Spain,145704.19,3/29/2022,3/29/2022,3/29/2022,Male,47,3,116528.15,1,0
446,15803406,Ross,3.53586E+15,748,France,183049.41,7/31/2022,7/31/2022,7/31/2022,Female,26,1,77780.29,1,1
447,15730460,Oleary,6.39875E+15,722,France,120906.83,2/17/2022,2/17/2022,2/17/2022,Male,37,2,0,1,0
448,15644572,Turnbull,3.57551E+15,501,France,100433.83,8/5/2022,8/5/2022,8/5/2022,Male,40,4,125832.2,1,1
449,15694860,Uspensky,4.04137E+15,675,France,138777,10/13/2022,10/13/2022,10/13/2022,Female,38,6,68065.8,1,0
450,15658169,Cook,3.53021E+15,778,Spain,124694.99,10/22/2022,10/22/2022,10/22/2022,Female,47,6,127299.34,2,0
451,15794396,Newbold,5.00235E+15,494,Germany,40084.32,11/21/2022,11/21/2022,11/21/2022,Female,38,7,174937.64,1,0
452,15785798,Uchechukwu,3.57988E+15,850,France,119232.33,3/10/2022,3/10/2022,3/10/2022,Male,40,9,0,2,1
453,15710825,Ch'en,3.53706E+15,592,Spain,43921.36,12/7/2022,12/7/2022,12/7/2022,Male,31,7,110071.1,1,0
454,15668444,He,3.53204E+15,590,Spain,62222.81,3/8/2022,3/8/2022,3/8/2022,Female,44,3,139432.37,1,0
455,15726631,Hilton,3.5778E+15,758,France,56577,6/19/2022,6/19/2022,6/19/2022,Female,39,6,127357.76,1,1
456,15733797,Sal,4.04159E+15,506,France,164253.35,1/19/2022,1/19/2022,1/19/2022,Male,36,5,0,2,0
457,15747960,Eluemuno,5.02035E+16,733,France,7666.73,5/13/2022,5/13/2022,5/13/2022,Male,33,3,0,1,1
458,15634632,Titus,6.30435E+16,711,France,68487.51,4/29/2022,4/29/2022,4/29/2022,Male,38,3,0,2,0
459,15707362,Yin,3.56988E+15,514,Germany,199273.98,8/23/2022,8/23/2022,8/23/2022,Male,43,1,95556.31,1,1
460,15662976,Lettiere,3.56044E+15,637,Spain,186062.36,5/24/2022,5/24/2022,5/24/2022,Male,37,8,0,1,1
461,15732778,Templeman,3.54706E+15,468,Germany,195711.16,7/16/2022,7/16/2022,7/16/2022,Male,29,1,111681.98,2,1
462,15718443,Chibuzo,5.60224E+15,539,France,36692.17,8/15/2022,8/15/2022,8/15/2022,Male,39,3,0,2,0
463,15670039,Sun,4.91381E+15,509,Spain,106920.57,10/9/2022,10/9/2022,10/9/2022,Female,25,3,108738.71,2,0
464,15773792,Evans,5.64183E+18,662,France,48725.68,7/15/2022,7/15/2022,7/15/2022,Female,32,4,133950.37,1,1
465,15613786,Ogbonnaya,3.04178E+13,818,Spain,167036.94,3/15/2022,3/15/2022,3/15/2022,Male,26,4,0,2,1
466,15726032,Enyinnaya,4.50819E+15,608,France,68777.26,2/12/2022,2/12/2022,2/12/2022,Male,33,9,89968.69,1,0
467,15663252,Olisanugo,4.02657E+15,850,Spain,18924.92,12/20/2021,12/20/2021,12/20/2021,Female,32,9,0,2,1
468,15593782,Brookes,3.55097E+15,816,Germany,71905.77,7/11/2022,7/11/2022,7/11/2022,Female,38,5,130878.75,3,0
469,15633283,Padovano,6.75997E+18,536,France,64833.28,10/12/2022,10/12/2022,10/12/2022,Male,35,8,0,2,0
470,15749167,Fisk,6.76228E+18,753,France,184843.77,5/21/2022,5/21/2022,5/21/2022,Male,35,3,0,2,1
471,15759298,Shih,5.61034E+17,631,Spain,176730.02,6/10/2022,6/10/2022,6/10/2022,Male,27,10,134169.62,1,1
472,15683625,Hare,3.55145E+15,703,France,20629.4,10/12/2022,10/12/2022,10/12/2022,Male,37,1,149762.08,1,0
473,15635367,Muir,3.55977E+15,774,France,28415.36,11/30/2022,11/30/2022,11/30/2022,Male,26,2,93844.69,1,0
474,15681705,Fanucci,6.33347E+17,785,France,77231.27,2/1/2022,2/1/2022,2/1/2022,Male,28,8,0,2,0
475,15603156,Elewechi,5.60222E+16,571,France,102750.7,2/27/2022,2/27/2022,2/27/2022,Female,33,1,0,2,0
476,15591986,Johnston,3.54173E+15,621,Germany,34580.8,6/29/2022,6/29/2022,6/29/2022,Male,46,6,141078.37,1,0
477,15798888,Pisano,3.54564E+15,605,Germany,183598.77,5/13/2022,5/13/2022,5/13/2022,Female,31,1,117992.59,1,1
478,15809722,Ankudinov,3.53293E+15,611,France,147358.27,4/20/2022,4/20/2022,4/20/2022,Female,40,8,100812.33,2,0
479,15677538,Nwokike,3.58704E+15,569,France,108469.2,7/12/2022,7/12/2022,7/12/2022,Male,38,7,0,1,1
480,15797736,Smith,3.55698E+15,658,France,20612.82,9/14/2022,9/14/2022,9/14/2022,Male,29,4,80262.6,1,1
481,15695585,Atkins,2.01943E+14,788,Spain,181196.76,1/1/2022,1/1/2022,1/1/2022,Male,34,6,156478.62,1,1
482,15744398,Burns,5.60226E+16,525,France,160249.1,5/30/2022,5/30/2022,5/30/2022,Female,23,5,0,2,0
483,15750658,Obiuto,5.60224E+18,798,France,110783.28,1/3/2022,1/3/2022,1/3/2022,Male,37,8,0,3,0
484,15578186,Pirozzi,4.40514E+15,486,Germany,144995.33,1/16/2022,1/16/2022,1/16/2022,Male,37,9,115217.99,2,0
485,15676519,George,5.47755E+15,615,Spain,150227.85,1/8/2022,1/8/2022,1/8/2022,Male,61,9,0,2,0
486,15637954,Lewis,3.57068E+15,730,France,53718.28,9/23/2022,9/23/2022,9/23/2022,Female,35,0,155470.55,1,1
487,15758639,Moran,3.53328E+15,641,France,75248.3,11/26/2022,11/26/2022,11/26/2022,Male,37,7,0,2,0
488,15613772,Dalrymple,3.56742E+15,542,France,14353.43,5/7/2022,5/7/2022,5/7/2022,Male,39,3,135096.77,1,1
489,15731744,Carslaw,5.01012E+15,692,France,130486.57,10/17/2022,10/17/2022,10/17/2022,Male,30,2,0,2,1
490,15807709,Kirby,3.55093E+15,714,Germany,100127.71,7/28/2022,7/28/2022,7/28/2022,Female,55,9,180075.22,1,1
491,15714689,Houghton,3.03013E+13,591,Spain,196356.17,3/11/2022,3/11/2022,3/11/2022,Male,29,1,97541.24,1,1
492,15699005,Martin,5.60222E+15,710,France,9983.88,2/7/2022,2/7/2022,2/7/2022,Female,41,2,156067.05,1,1
493,15624170,Tan,3.57766E+15,639,France,118974.77,10/2/2022,10/2/2022,10/2/2022,Female,38,4,81550.94,2,1
494,15725679,Hsia,4.04137E+12,531,France,194998.34,4/7/2022,4/7/2022,4/7/2022,Female,47,6,0,1,0
495,15585865,Westerberg,3.55145E+15,673,France,134901.34,8/16/2022,8/16/2022,8/16/2022,Female,38,2,170061.92,2,0
496,15804256,Hale,3.53654E+15,765,Germany,72924.56,4/4/2022,4/4/2022,4/4/2022,Male,36,8,92310.54,2,1
497,15662403,Kryukova,3.04963E+13,622,France,101057.95,5/11/2022,5/11/2022,5/11/2022,Female,32,6,169089.38,2,0
498,15733616,Sopuluchukwu,6.7091E+15,806,France,142838.64,6/1/2022,6/1/2022,6/1/2022,Male,40,5,80613.93,1,1
499,15591995,Barry,3.5809E+15,757,Germany,127059.04,5/30/2022,5/30/2022,5/30/2022,Male,26,8,121581.56,2,1
500,15677020,Selezneva,5.04837E+15,570,France,116503.92,10/20/2022,10/20/2022,10/20/2022,Female,58,8,0,1,1
501,15727688,Chizuoke,6.76172E+15,555,Spain,54405.79,6/8/2022,6/8/2022,6/8/2022,Male,32,4,0,2,1
502,15715941,Lueck,6.70616E+17,692,France,88721.84,2/6/2022,2/6/2022,2/6/2022,Male,54,5,0,2,1
503,15714485,Udinese,5.16733E+15,774,France,74135.48,11/10/2022,11/10/2022,11/10/2022,Male,60,5,85891.55,1,0
504,15730059,Udobata,3.5642E+15,638,Spain,111346.22,1/4/2022,1/4/2022,1/4/2022,Male,44,9,77637.35,2,1
505,15715527,Freeman,4.93629E+17,543,Spain,194902.16,2/2/2022,2/2/2022,2/2/2022,Female,41,4,0,1,0
506,15576623,Outlaw,6.76372E+18,584,France,31474.27,4/4/2022,4/4/2022,4/4/2022,Male,31,5,0,2,0
507,15805565,Obiuto,3.53955E+15,691,Germany,21198.39,6/6/2022,6/6/2022,6/6/2022,Male,30,7,116927.89,1,0
508,15677307,Lo,3.56124E+15,684,Germany,186976.6,8/8/2022,8/8/2022,8/8/2022,Female,40,6,137326.65,1,0
509,15773890,Okechukwu,5.10015E+15,733,France,117202.19,7/23/2022,7/23/2022,7/23/2022,Male,22,5,0,2,1
510,15598883,King,6.30472E+15,599,Spain,143739.29,4/19/2022,4/19/2022,4/19/2022,Female,37,2,0,2,1
511,15568506,Forbes,5.02047E+17,524,Germany,161811.23,4/11/2022,4/11/2022,4/11/2022,Female,31,10,67238.98,2,1
512,15761043,Macleod,4.91789E+15,632,Germany,98090.91,5/18/2022,5/18/2022,5/18/2022,Female,38,6,86569.76,2,0
513,15782236,Gibbs,3.60825E+13,735,Spain,71095.41,5/12/2022,5/12/2022,5/12/2022,Male,34,5,0,2,0
514,15593601,Isayev,6.04144E+17,734,France,13107.24,6/2/2022,6/2/2022,6/2/2022,Male,34,6,133598.4,1,1
515,15682048,Pisano,3.37941E+14,605,France,67110.59,7/27/2022,7/27/2022,7/27/2022,Female,51,3,136188.78,1,1
516,15746902,Belstead,3.56028E+15,793,Spain,88225.02,6/8/2022,6/8/2022,6/8/2022,Male,38,9,0,2,0
517,15752081,Vassiliev,2.01784E+14,468,France,62256.87,7/25/2022,7/25/2022,7/25/2022,Female,56,10,0,3,1
518,15781307,Schneider,5.60224E+18,779,Germany,135925.72,2/23/2022,2/23/2022,2/23/2022,Male,37,7,120092.52,2,0
519,15775912,Mazzanti,4.91735E+15,698,France,177815.87,4/17/2022,4/17/2022,4/17/2022,Male,48,4,101238.24,2,1
520,15745417,Knipe,3.05466E+13,707,France,126471.13,5/4/2022,5/4/2022,5/4/2022,Male,58,6,89685.92,1,1
521,15671256,Macartney,5.04838E+15,850,France,188574.12,12/9/2022,12/9/2022,12/9/2022,Female,35,1,211774.31,1,0
522,15653547,Madukwe,5.60224E+15,850,France,119175.45,12/11/2022,12/11/2022,12/11/2022,Male,56,7,131317.48,1,1
523,15595766,Watts,5.04837E+15,527,Spain,139093.73,1/6/2022,1/6/2022,1/6/2022,Male,37,5,93722.73,2,1
524,15742358,Humphreys,3.57661E+15,696,Germany,115916.55,6/3/2022,6/3/2022,6/3/2022,Male,32,8,101160.99,1,1
525,15763274,Wu,5.42135E+15,661,France,96463.25,4/19/2022,4/19/2022,4/19/2022,Male,48,3,120320.54,1,0
526,15786063,Chin,5.6102E+15,776,France,112349.51,8/23/2022,8/23/2022,8/23/2022,Female,31,2,0,2,1
527,15600258,Chesnokova,3.57512E+15,701,France,165303.79,7/6/2022,7/6/2022,7/6/2022,Male,43,2,0,2,1
528,15573318,Kung,5.00766E+15,610,France,166031.08,2/6/2022,2/6/2022,2/6/2022,Male,26,8,0,2,0
529,15653849,Lu,5.38075E+15,572,Germany,38411.79,12/7/2022,12/7/2022,12/7/2022,Female,48,3,152827.99,1,0
530,15694272,Nkemakolam,5.60226E+16,673,France,77783.35,3/3/2022,3/3/2022,3/3/2022,Male,30,1,64097.75,1,1
531,15736112,Walton,3.53379E+15,519,Spain,29871.79,5/31/2022,5/31/2022,5/31/2022,Female,57,2,119035.35,2,1
532,15749851,Brookes,3.55265E+15,702,Spain,59747.63,2/15/2022,2/15/2022,2/15/2022,Female,26,4,135219.57,1,1
533,15663478,Baldwin,3.55203E+15,729,France,79919.13,12/29/2021,12/29/2021,12/29/2021,Male,32,6,93694.42,1,1
534,15592300,Mai,3.56975E+15,543,Spain,76773.53,9/4/2022,9/4/2022,9/4/2022,Male,35,10,59408.63,1,0
535,15567832,Shih,5.04837E+15,550,France,54018.93,8/11/2022,8/11/2022,8/11/2022,Female,40,7,114354.95,1,0
536,15776780,He,4.91343E+15,608,France,70649.64,1/13/2022,1/13/2022,1/13/2022,Male,59,1,0,1,0
537,15592846,Fiorentini,6.76131E+15,639,Germany,59093.39,6/5/2022,6/5/2022,6/5/2022,Male,35,10,128173.9,2,0
538,15739803,Lucciano,4.02652E+15,686,Spain,127569.8,8/17/2022,8/17/2022,8/17/2022,Male,34,9,0,2,0
539,15794142,Ferreira,5.10017E+15,564,Germany,18260.98,7/27/2022,7/27/2022,7/27/2022,Female,62,5,114931.35,3,1
540,15762729,Ukaegbunam,3.74289E+14,745,Germany,73275.96,12/10/2022,12/10/2022,12/10/2022,Female,28,1,111071.36,1,0
541,15667896,De Luca,6.77148E+16,833,France,136129.49,11/11/2022,11/11/2022,11/11/2022,Male,37,8,151226.18,2,1
542,15626578,Milne,4.01796E+12,622,France,153237.59,7/3/2022,7/3/2022,7/3/2022,Male,26,9,0,2,1
543,15776223,Davide,3.54078E+15,597,France,106841.12,9/19/2022,9/19/2022,9/19/2022,Female,42,4,64740.12,1,1
544,15705953,Kodilinyechukwu,5.60222E+15,721,Spain,109078.35,6/22/2022,6/22/2022,6/22/2022,Male,51,0,169312.13,1,0
545,15802593,Little,3.55295E+15,504,France,87822.14,3/5/2022,3/5/2022,3/5/2022,Female,49,7,0,3,1
546,15615457,Burns,3.58788E+15,842,Spain,126644.98,5/11/2022,5/11/2022,5/11/2022,Female,44,2,112652.08,2,0
547,15708916,Paterson,3.5359E+15,587,France,47414.15,7/23/2022,7/23/2022,7/23/2022,Male,38,0,0,2,0
548,15720187,Han,5.89303E+17,479,Germany,41879.99,11/28/2022,11/28/2022,11/28/2022,Female,30,7,143964.36,2,0
549,15595440,Kryukova,3.57037E+15,508,France,75808.1,11/28/2022,11/28/2022,11/28/2022,Male,49,7,122451.46,2,1
550,15600651,Ijendu,3.54578E+15,749,France,47911.03,3/2/2022,3/2/2022,3/2/2022,Male,24,1,0,3,1
551,15750141,Reichard,5.60225E+15,721,Germany,28737.78,5/1/2022,5/1/2022,5/1/2022,Female,36,3,65253.07,2,0
552,15657284,Day,3.54496E+15,674,Germany,2079.2,1/25/2022,1/25/2022,1/25/2022,Male,47,6,106901.94,1,1
553,15763063,Price,6.39833E+15,685,Spain,121562.33,11/21/2022,11/21/2022,11/21/2022,Female,25,10,128509.63,1,0
554,15709324,Bruce,6.30467E+17,417,France,55003.79,5/3/2022,5/3/2022,5/3/2022,Male,34,7,0,2,0
555,15711309,Sumrall,5.02085E+16,574,Germany,193131.42,5/20/2022,5/20/2022,5/20/2022,Male,33,3,129834.67,1,0
556,15775318,Lu,3.57123E+15,590,Spain,191932.27,5/18/2022,5/18/2022,5/18/2022,Female,51,3,154962.99,3,1
557,15705515,Lazarev,6.38226E+15,587,Germany,159418.1,1/25/2022,1/25/2022,1/25/2022,Male,40,5,138241.9,2,0
558,15634844,Miller,3.54199E+15,598,Germany,191468.78,10/5/2022,10/5/2022,10/5/2022,Male,41,3,91536.93,1,0
559,15717046,Wentworth-Shields,3.57318E+15,741,Spain,38913.68,1/5/2022,1/5/2022,1/5/2022,Male,53,3,0,2,1
560,15571816,Ritchie,5.61058E+15,850,Spain,705.18,6/9/2022,6/9/2022,6/9/2022,Female,70,5,0,1,1
561,15670080,Mackenzie,3.53768E+15,584,Germany,138490.03,10/8/2022,10/8/2022,10/8/2022,Female,29,7,105204.01,1,1
562,15800440,Power,3.54299E+15,650,Spain,82970.69,3/29/2022,3/29/2022,3/29/2022,Male,61,1,152968.73,1,1
563,15665678,Tan,5.60222E+16,607,Spain,76744.72,2/26/2022,2/26/2022,2/26/2022,Male,36,8,158261.68,1,1
564,15665956,Pendergrass,3.56363E+15,509,France,71244.59,5/23/2022,5/23/2022,5/23/2022,Female,46,1,0,1,0
565,15788126,Evans,2.01651E+14,689,Spain,12182.15,7/31/2022,7/31/2022,7/31/2022,Female,38,6,121021.05,1,1
566,15811773,Hsia,6.76123E+15,543,France,141210.5,2/6/2022,2/6/2022,2/6/2022,Male,36,4,0,2,1
567,15651674,Billson,6.04177E+15,438,Spain,191763.07,10/3/2022,10/3/2022,10/3/2022,Female,54,2,0,1,0
568,15689614,Teng,3.5321E+15,687,Spain,37938.74,2/21/2022,2/21/2022,2/21/2022,Female,63,1,137715.66,1,1
569,15795564,Moretti,6.76164E+17,737,Germany,74890.58,10/1/2022,10/1/2022,10/1/2022,Male,31,5,121192.22,2,1
570,15706647,Jordan,3.5822E+15,761,France,166698.18,3/11/2022,3/11/2022,3/11/2022,Male,31,7,0,3,1
571,15728505,Ts'ao,5.10875E+15,601,France,62678.53,1/21/2022,1/21/2022,1/21/2022,Male,44,1,100486.18,2,1
572,15730076,Osborne,5.61037E+16,651,France,67740.08,3/13/2022,3/13/2022,3/13/2022,Male,45,1,0,1,0
573,15622003,Carslaw,3.54535E+15,745,France,161519.77,11/24/2022,11/24/2022,11/24/2022,Male,35,9,92566.53,2,0
574,15607312,Ch'ang,2.0165E+14,648,Spain,159835.78,7/24/2022,7/24/2022,7/24/2022,Female,49,10,0,2,1
575,15644753,Hung,3.53186E+15,848,Spain,30876.84,9/6/2022,9/6/2022,9/6/2022,Male,40,3,110929.96,1,1
576,15653620,Gordon,4.04137E+15,546,France,14858.1,10/2/2022,10/2/2022,10/2/2022,Female,27,8,0,2,1
577,15761986,Obialo,6.76339E+15,439,Spain,75685.97,1/31/2022,1/31/2022,1/31/2022,Female,32,3,138901.61,1,0
578,15633922,Gray,5.35616E+15,755,France,144183.1,7/10/2022,7/10/2022,7/10/2022,Male,30,4,123217.66,2,1
579,15734674,Lin,3.54635E+15,593,France,65170.66,12/4/2022,12/4/2022,12/4/2022,Female,41,6,0,1,0
580,15658032,Hopkins,3.55625E+15,701,France,82526.92,8/29/2022,8/29/2022,8/29/2022,Male,39,2,0,2,1
581,15692671,Dobson,3.57359E+15,701,Spain,169161.46,1/25/2022,1/25/2022,1/25/2022,Male,36,8,0,2,0
582,15737741,McKay,3.56323E+15,607,Spain,109291.39,12/12/2021,12/12/2021,12/12/2021,Female,33,2,108431.87,2,1
583,15576352,Revell,3.54802E+15,586,Spain,6057.81,9/10/2022,9/10/2022,9/10/2022,Female,57,3,0,2,1
584,15753719,Rickards,5.60223E+15,547,Germany,77077.14,6/25/2022,6/25/2022,6/25/2022,Female,30,9,72392.41,1,0
585,15803689,Begum,2.01648E+14,647,Germany,54954.51,1/25/2022,1/25/2022,1/25/2022,Female,51,1,119741.77,2,0
586,15718057,Onyinyechukwuka,5.04837E+15,760,France,179614.8,3/15/2022,3/15/2022,3/15/2022,Female,51,2,100946.71,1,0
587,15722010,Zuyev,5.60226E+15,621,Spain,35588.07,4/29/2022,4/29/2022,4/29/2022,Male,53,9,170491.84,1,0
588,15680998,Nwankwo,3.54939E+15,725,France,117356.14,2/23/2022,2/23/2022,2/23/2022,Male,44,5,0,1,1
589,15614782,Hao,4.04138E+15,526,France,160696.72,5/8/2022,5/8/2022,5/8/2022,Male,36,1,0,1,0
590,15591047,Ma,5.60226E+18,519,Spain,147278.43,10/24/2022,10/24/2022,10/24/2022,Female,47,6,157296.02,2,0
591,15788291,Okwuadigbo,6.30414E+18,713,Germany,56594.36,5/6/2022,5/6/2022,5/6/2022,Female,38,7,144606.22,1,1
592,15604044,Mitchell,3.02054E+13,700,France,1299.75,5/7/2022,5/7/2022,5/7/2022,Male,38,8,134811.3,1,0
593,15679587,Chan,4.50814E+15,666,France,25095.03,9/11/2022,9/11/2022,9/11/2022,Female,34,9,115897.12,1,1
594,15775153,Buchi,3.55095E+15,630,Spain,146326.45,9/12/2022,9/12/2022,9/12/2022,Male,32,4,82034,1,0
595,15603925,Greco,3.58767E+15,779,Spain,38296.21,11/13/2022,11/13/2022,11/13/2022,Female,26,4,174318.13,2,1
596,15680970,Lombardi,3.56625E+15,611,Germany,164061.6,10/2/2022,10/2/2022,10/2/2022,Female,41,2,114206.84,1,0
597,15697183,Uchenna,3.58934E+15,685,Spain,107811.28,11/4/2022,11/4/2022,11/4/2022,Male,43,9,0,2,0
598,15567446,Coffman,3.55096E+15,646,Germany,30838.51,3/20/2022,3/20/2022,3/20/2022,Male,39,9,111574.41,1,1
599,15637476,Alexandrova,3.58325E+15,683,Germany,9221.78,11/24/2022,11/24/2022,11/24/2022,Female,57,5,162448.69,1,0
600,15714939,Fallaci,3.5542E+15,484,Germany,33738.27,11/20/2022,11/20/2022,11/20/2022,Female,34,4,148249.54,1,1
601,15683503,Hudson,3.5297E+15,601,France,110916.15,11/5/2022,11/5/2022,11/5/2022,Female,43,8,0,3,1
602,15645569,Mai,3.58438E+15,762,Spain,169654.57,4/18/2022,4/18/2022,4/18/2022,Female,26,7,123709.46,2,1
603,15782569,Stout,6.33439E+17,687,France,69829.4,8/5/2022,8/5/2022,8/5/2022,Female,72,9,0,1,1
604,15592387,Burke,3.63422E+13,566,France,54926.51,11/14/2022,11/14/2022,11/14/2022,Male,30,5,0,1,0
605,15609286,Chadwick,6.33347E+18,702,France,94728.49,5/7/2022,5/7/2022,5/7/2022,Male,37,10,150525.8,1,1
606,15814035,Lawrence,3.56028E+15,601,France,80393.27,9/19/2022,9/19/2022,9/19/2022,Male,29,9,0,1,1
607,15661249,Bellucci,3.54237E+15,699,France,111307.98,12/21/2021,12/21/2021,12/21/2021,Male,53,4,0,2,1
608,15629117,Harper,3.54853E+15,584,France,19834.32,2/20/2022,2/20/2022,2/20/2022,Male,28,10,0,2,0
609,15607170,Boyle,3.53492E+15,699,France,78397.24,1/2/2022,1/2/2022,1/2/2022,Male,35,5,0,2,1
610,15586585,Duncan,3.56401E+15,698,Germany,86410.28,10/3/2022,10/3/2022,10/3/2022,Female,51,2,111018.98,1,0
611,15686611,Moss,6.76152E+15,495,France,172749.65,1/18/2022,1/18/2022,1/18/2022,Male,30,10,129755.99,1,0
612,15603203,Avdeyeva,6.33111E+18,650,France,1002.39,12/3/2022,12/3/2022,12/3/2022,Female,27,6,0,2,0
613,15619857,Crawford,3.74289E+14,605,France,13601.79,2/1/2022,2/1/2022,2/1/2022,Female,64,2,129555.7,1,1
614,15805062,Lynton,5.19786E+15,667,Spain,77866.91,3/6/2022,3/6/2022,3/6/2022,Male,38,1,87202.38,1,1
615,15660271,Duncan,5.60225E+16,688,Germany,175296.76,9/28/2022,9/28/2022,9/28/2022,Male,26,8,146133.39,1,1
616,15745295,Gether,4.91704E+15,727,Spain,121751.04,3/7/2022,3/7/2022,3/7/2022,Female,31,0,0,1,0
617,15719352,Davidson,6.33347E+15,754,Spain,89593.26,5/31/2022,5/31/2022,5/31/2022,Male,39,6,170184.99,2,0
618,15766575,Larionova,4.91108E+17,612,Germany,193437.89,7/28/2022,7/28/2022,7/28/2022,Female,62,8,140745.33,1,0
619,15594594,Loggia,5.60226E+15,546,Spain,86945,1/8/2022,1/8/2022,1/8/2022,Male,42,7,139070.51,1,1
620,15646161,Steinhoff,4.90501E+15,673,Spain,183318.79,7/13/2022,7/13/2022,7/13/2022,Female,37,8,0,2,1
621,15682585,Guerra,3.55021E+15,593,France,71154.1,1/13/2022,1/13/2022,1/13/2022,Male,35,9,114193.24,1,0
622,15603134,Pai,3.54177E+15,656,Spain,151887.16,2/14/2022,2/14/2022,2/14/2022,Female,40,10,167878.5,1,1
623,15636444,Craig,6.77117E+18,535,Germany,75888.65,10/7/2022,10/7/2022,10/7/2022,Female,53,5,141616.55,2,1
624,15773456,Lazareva,3.58365E+15,678,Germany,89566.74,1/6/2022,1/6/2022,1/6/2022,Male,36,3,145747.67,2,1
625,15745307,Ch'iu,6.33453E+17,477,Spain,26475.79,3/11/2022,3/11/2022,3/11/2022,Female,48,2,129120.64,1,1
626,15604119,Alderete,3.57215E+15,850,Spain,126355.8,1/19/2022,1/19/2022,1/19/2022,Male,35,7,110349.82,1,0
627,15626900,Kung,3.04197E+13,427,France,93839.3,8/29/2022,8/29/2022,8/29/2022,Male,29,1,141325.56,1,1
628,15605447,Palermo,5.60221E+16,752,France,7698.6,8/18/2022,8/18/2022,8/18/2022,Male,49,2,78653.84,1,0
629,15589030,Ts'ai,3.45441E+14,649,France,145593.85,9/15/2022,9/15/2022,9/15/2022,Male,47,1,0,2,1
630,15692463,Rahman,3.55962E+15,799,Spain,45042.56,9/6/2022,9/6/2022,9/6/2022,Female,28,3,142253.65,1,0
631,15712403,McMillan,5.01813E+18,589,France,61108.56,5/25/2022,5/25/2022,5/25/2022,Female,61,1,0,1,0
632,15811762,Pickering,5.22549E+15,583,Germany,57553.98,12/5/2022,12/5/2022,12/5/2022,Female,54,6,115988.86,1,0
633,15718673,Mirams,4.90583E+15,839,Spain,62674.42,10/13/2022,10/13/2022,10/13/2022,Female,33,10,75592.43,1,0
634,15724282,Tsao,3.53341E+15,540,Germany,12120.79,3/8/2022,3/8/2022,3/8/2022,Male,44,3,164113.04,2,1
635,15738181,Douglas,6.76792E+18,850,France,50129.87,3/28/2022,3/28/2022,3/28/2022,Male,31,6,67996.23,2,0
636,15633648,Jideofor,3.57951E+15,696,Spain,55022.43,6/23/2022,6/23/2022,6/23/2022,Female,51,5,0,2,0
637,15603323,Bell,5.60222E+15,660,Spain,117834.91,11/8/2022,11/8/2022,11/8/2022,Female,33,1,0,2,0
638,15583725,Mairinger,3.55463E+15,682,France,168840.23,8/27/2022,8/27/2022,8/27/2022,Male,48,1,138778.15,1,1
